ID,Calories Burn, Weight,Age,Gender,Duration,Heart Rate,BMI,Height
106,442.5630513,55.71856453,22,Male,51,176,32.70903152,130.5167098
107,399.4897422,80.84973657,28,Male,28,151,27.61331775,171.1118195
108,483.969752,95.80545927,54,Male,51,127,21.38166209,211.6773538
109,420.1160418,79.63577637,42,Female,58,125,27.29355873,170.8142216
110,209.8023499,59.09725982,18,Male,39,123,34.1207098,131.6056831
111,124.8124867,57.63665394,57,Female,60,109,23.15990606,157.7542192
112,118.3385206,82.51560728,47,Female,38,141,31.35652295,162.2198893
113,408.4920534,94.38356843,58,Female,22,145,32.09962909,171.4739647
114,118.1771261,102.9782737,43,Male,22,151,28.66587115,189.5353543
115,422.7135013,63.44628513,58,Female,22,108,20.15866046,177.4076178
116,240.0177788,56.20362011,23,Male,42,135,20.06185171,167.3773304
117,419.3066769,88.79659313,49,Female,41,101,26.4000158,183.3986178
118,483.7782894,57.06837366,39,Female,26,163,21.42123002,163.2208164
119,266.54832,92.75547183,34,Male,52,144,22.27836045,204.0460333
120,104.8550273,67.04093332,19,Male,39,122,20.33647415,181.5650261
121,302.9548246,83.11037908,32,Female,37,103,27.45571038,173.9847923
122,283.4472034,89.99851689,43,Female,54,118,24.89526987,190.1337689
123,239.5529794,91.07660295,57,Female,33,173,31.4402438,170.2003541
124,410.136624,55.98469128,44,Female,29,105,28.29870262,140.6537713
125,472.2571261,70.13620933,34,Female,50,146,22.92826784,174.8982732
126,440.3696002,53.042103,40,Female,44,169,28.11696786,137.3491971
127,475.4189059,50.86320199,57,Female,36,161,22.21944956,151.2987014
128,142.9766065,93.00075247,59,Female,25,116,22.31779856,204.1350383
129,115.8819824,99.24127998,18,Female,50,144,31.96373669,176.2046667
130,443.3890037,84.33421187,39,Male,41,177,24.11116561,187.022041
131,187.0619427,61.73193421,58,Female,27,130,29.31747581,145.1080997
132,310.3643974,85.16440129,43,Female,23,124,29.69361279,169.354807
133,129.611367,55.16087683,30,Male,28,117,30.5449893,134.3833898
134,383.2635156,61.24653066,25,Female,28,104,21.62008808,168.3108127
135,144.7993694,78.5115556,52,Female,53,177,21.25129781,192.2091519
136,102.0959253,92.41374766,55,Female,50,106,33.35338189,166.455578
137,344.712567,58.7253541,43,Male,59,108,19.09399718,175.3736719
138,237.6189713,86.58468232,29,Male,23,137,24.93561004,186.3419068
139,192.364994,100.4090798,40,Male,31,170,20.03404579,223.8732286
140,471.6148446,75.91369081,29,Male,58,160,21.51597702,187.8362968
141,280.455236,74.96073161,36,Female,58,131,33.71839827,149.1019901
142,474.2340328,65.80857826,26,Female,59,107,24.40223101,164.2201661
143,184.4730934,68.3741302,46,Female,45,141,28.94278738,153.7006592
144,137.7745595,53.69455335,22,Male,42,109,26.34117322,142.7734848
145,414.4423123,97.80677203,44,Female,31,121,27.51271829,188.5461689
146,439.2877189,98.57887801,44,Male,40,106,28.42239194,186.2351373
147,152.3731861,74.43379193,28,Male,28,100,28.59196993,161.3477943
148,313.1435338,84.64565117,52,Male,48,126,27.55570647,175.265546
149,376.4953334,82.52383881,26,Female,32,109,19.39886868,206.2535867
150,448.9890478,94.61001335,35,Male,30,141,22.85568356,203.4564416
151,293.0344535,53.24650478,56,Male,20,176,29.78677836,133.7007322
152,233.122857,90.220902,38,Female,22,105,21.34916053,205.5716307
153,151.5991295,57.12792775,23,Female,43,167,31.33151701,135.0310124
154,246.0202278,62.26845357,27,Female,23,104,22.51498621,166.3022777
155,295.1513244,96.4338872,50,Female,36,178,24.54884642,198.1980112
156,119.6067548,70.97223588,23,Male,25,170,18.94521484,193.5505797
157,418.2618341,69.18487084,54,Male,23,177,23.62638167,171.1224382
158,419.7180341,75.59689133,38,Female,51,151,26.50197594,168.8934631
159,237.1214052,74.84338458,45,Male,26,154,24.49874184,174.7852656
160,488.9969371,83.66405641,19,Female,55,175,19.49576172,207.1568767
161,485.0860445,69.31447707,60,Male,37,133,30.15399805,151.6140763
162,185.5255732,81.14219998,60,Male,56,111,25.12063694,179.7248235
163,165.9993912,72.99273153,56,Male,51,162,22.66285542,179.4661284
164,312.9282633,88.61938842,53,Male,55,176,26.06325689,184.3953784
165,310.7992823,96.36457188,52,Female,35,168,20.68000992,215.865544
166,194.9421322,75.08330305,24,Female,26,102,32.39776582,152.2348746
167,491.9044704,88.22157221,42,Male,29,153,23.19780894,195.013157
168,334.6332176,54.81757182,19,Male,30,136,26.48644482,143.8626523
169,458.8810485,51.86215132,26,Male,33,133,33.52926921,124.3693086
170,221.3818281,75.38185875,49,Female,56,175,23.94210442,177.440299
171,325.8452919,93.34441029,51,Female,27,129,22.29424576,204.6198519
172,271.7984607,91.8210386,18,Male,55,159,19.57181441,216.5985555
173,218.1117723,87.46190442,35,Female,54,131,32.33269169,164.4706975
174,372.581496,94.37463386,54,Male,31,158,33.27434395,168.411944
175,479.8325592,95.911693,49,Female,54,107,27.17379536,187.8713812
176,394.1783809,48.40048431,56,Male,31,123,22.68855345,146.0566885
177,444.2549306,95.56601888,24,Female,21,152,30.9707873,175.6611107
178,317.3206578,47.45277461,37,Female,36,166,22.99728844,143.6456535
179,294.440263,96.36381065,20,Female,33,172,32.29393205,172.7414335
180,336.160237,78.27247592,51,Female,40,145,25.56755187,174.968538
181,179.1368748,94.01242775,21,Male,24,126,33.44114105,167.6687359
182,241.2112347,55.78219929,31,Female,35,166,20.54830706,164.7630387
183,468.6631805,64.57042377,38,Female,30,114,28.01156596,151.8266901
184,370.6934327,78.20786746,25,Female,31,144,31.51282138,157.5366399
185,235.4808427,63.56491265,18,Male,29,130,19.24520096,181.7387355
186,497.6911217,69.05311312,27,Female,34,155,25.57548596,164.3159356
187,461.5139356,67.17188522,52,Female,45,102,33.81707437,140.9372367
188,358.1260719,101.0450295,49,Male,27,165,31.14741497,180.113586
189,420.185107,79.41729076,48,Male,35,119,34.16084238,152.4731062
190,247.3177278,66.77762847,58,Female,43,136,27.66865811,155.353645
191,304.6376978,62.54535184,60,Male,37,171,22.59039568,166.3932104
192,485.9618233,73.95241722,42,Male,25,113,20.31656797,190.7879819
193,452.3517684,93.46029553,28,Female,23,141,28.69268691,180.4795358
194,430.4024765,60.11646252,48,Male,47,123,25.2372257,154.3390784
195,283.3606445,77.88313682,51,Female,41,171,20.45067266,195.1497138
196,212.742105,83.47986826,53,Female,34,117,33.34423973,158.226954
197,497.8515018,65.71073511,25,Female,47,110,34.38153041,138.2469506
198,390.1075923,67.73405712,31,Male,45,160,26.13938514,160.9740464
199,214.5143714,68.24753501,34,Male,21,159,26.5913335,160.2040262
200,188.6152102,100.3214275,43,Male,55,173,28.1726826,188.7047145
201,122.6847362,73.90294643,22,Male,58,116,20.81564035,188.4239002
202,259.0072069,102.5759785,40,Male,52,107,30.199875,184.2978469
203,258.7209122,65.9868247,24,Male,32,136,32.38559416,142.7422968
204,154.7629008,86.9147589,59,Female,21,179,30.79285681,168.0048324
205,282.6603086,94.72751555,53,Female,42,120,19.17657562,222.2555143
206,262.1380834,99.44447884,25,Female,36,103,20.53391978,220.0667388
207,489.7061081,74.53645217,24,Male,23,110,21.69213114,185.3673528
208,308.560274,72.94929275,19,Female,33,105,22.79244181,178.901967
209,303.4398397,92.63114444,44,Male,44,146,21.4929567,207.6014741
210,242.4507635,67.15173698,48,Female,42,104,22.05978155,174.4729168
211,224.3531034,73.94830679,60,Male,40,159,26.40999771,167.3323597
212,387.9751554,91.02035846,52,Female,34,142,22.55585982,200.881331
213,240.2690206,58.12264191,60,Male,54,136,34.26105261,130.2483776
214,324.107922,91.80876937,45,Female,34,113,21.72348561,205.5783271
215,126.1531014,76.758792,30,Female,50,129,29.00556556,162.6759669
216,145.840523,76.49065871,35,Female,37,171,29.8985682,159.9480703
217,118.6470115,51.61450441,25,Male,38,110,33.82190219,123.534103
218,279.5525288,87.63950887,59,Female,35,126,34.00291981,160.5431803
219,114.0978791,47.25295118,44,Male,57,180,22.89634691,143.6585142
220,323.1393326,51.0539001,38,Male,29,120,29.2261896,132.1686224
221,299.4536977,67.68934097,41,Male,23,115,31.7652518,145.9768513
222,433.6218435,88.015325,50,Female,53,119,28.98058516,174.2711806
223,131.4758952,77.49636925,25,Female,49,173,24.50330969,177.8395307
224,238.3390773,91.84575014,25,Male,26,102,24.95522302,191.844258
225,445.9066828,93.55516577,53,Female,54,151,30.97390197,173.7944592
226,250.6072627,59.79740766,28,Female,34,146,24.64626143,155.7634841
227,319.6223011,69.53764157,31,Female,45,155,30.90135908,150.0103375
228,191.1171928,90.47551048,48,Female,41,117,19.25112935,216.7890863
229,363.3425898,90.25399127,55,Male,52,135,31.22855908,170.0032545
230,222.4347461,52.53937694,39,Female,39,100,24.48579821,146.4823592
231,213.921272,93.67878248,42,Male,51,143,18.54234137,224.7699933
232,194.7017851,87.88988989,48,Female,59,179,33.29581566,162.4705426
233,254.4716117,55.78997996,34,Female,60,151,34.98571687,126.2794594
234,331.535759,63.66141161,20,Male,27,175,26.43131346,155.1953696
235,255.1511815,55.34159526,48,Male,51,139,21.32289277,161.1026838
236,168.4553504,95.85150615,32,Male,48,132,26.33741437,190.7712399
237,388.0302215,97.51100213,41,Female,44,163,20.95288539,215.7271923
238,327.7262024,83.59971205,28,Female,36,100,22.69986994,191.9069514
239,415.060294,60.26897653,54,Female,25,130,23.98040468,158.5326263
240,385.1856873,100.6622709,59,Female,34,161,29.72536235,184.0220156
241,181.9180309,81.75602055,60,Female,45,125,21.77943765,193.7476935
242,308.1344965,86.62404938,33,Male,28,108,25.62145083,183.8727543
243,417.0429093,79.26890552,39,Male,53,143,34.1228394,152.4153999
244,308.5380208,62.93323959,57,Male,34,107,26.50494475,154.0907584
245,403.6280814,80.72214674,21,Female,29,180,25.490055,177.9553157
246,454.6685624,88.43255009,40,Male,44,167,32.2979395,165.4697711
247,286.4576245,55.12313268,41,Female,25,144,22.99997405,154.8115192
248,390.9885057,53.91204673,44,Female,32,108,25.09384749,146.5747907
249,310.270577,95.23066175,19,Female,58,148,33.92163942,167.5521421
250,362.8638865,93.79851035,48,Male,45,164,29.80356061,177.4041988
251,322.4907182,73.94803631,18,Male,34,116,25.23060779,171.1983074
252,441.4491581,98.47403214,28,Female,54,159,34.63480035,168.6182261
253,159.1317833,63.89765467,37,Female,44,122,23.17639498,166.0425969
254,493.7813433,70.08391828,38,Female,54,104,32.17548469,147.5865016
255,216.1592428,70.50374018,22,Male,49,120,30.93797691,150.9593867
256,326.532619,70.23640316,58,Female,28,160,21.5512308,180.5282169
257,455.2579295,65.25413296,24,Male,44,137,22.96582098,168.5632997
258,460.995065,79.01064398,60,Male,49,178,24.99600087,177.790084
259,459.8698899,80.535058,59,Female,25,103,25.16837564,178.8812802
260,440.2043132,58.08897521,40,Male,22,180,31.57757632,135.6305306
261,278.1967269,70.7713874,57,Male,27,132,20.87132541,184.1424174
262,161.6621582,52.05841484,29,Female,53,120,33.58432215,124.5022432
263,496.1194256,77.41519775,35,Female,34,152,31.73631604,156.1833945
264,312.1965692,55.41210375,21,Female,26,117,21.56606221,160.293862
265,289.5039568,55.32812567,19,Female,59,102,20.74087439,163.3275503
266,451.3558735,58.25794246,31,Male,39,158,34.13992,130.6310211
267,205.4822903,51.10745895,35,Male,30,151,33.41957239,123.6635472
268,228.9977038,72.49935442,48,Female,58,168,32.95397849,148.3245853
269,412.8717973,98.99602467,51,Male,36,166,33.08167402,172.9876658
270,125.3188633,62.93773009,60,Male,60,140,25.50366824,157.092052
271,332.2157903,82.90077002,18,Female,56,107,31.49407517,162.2425832
272,170.3770551,70.98652946,54,Female,24,112,18.58827479,195.4197395
273,480.8794249,61.05276,35,Male,22,176,33.03941552,135.9366218
274,458.836108,60.27206231,19,Female,55,141,34.4811694,132.2108304
275,152.0253587,55.00439332,40,Male,20,138,23.40905355,153.2875073
276,202.6962407,71.43576989,57,Male,38,170,23.16198917,175.6183683
277,340.7412607,70.57669883,45,Male,25,159,34.53310207,142.9594518
278,181.6505208,53.64369787,58,Male,41,113,34.80267975,124.1517974
279,296.237181,90.29951198,55,Female,56,159,33.97005736,163.0401482
280,414.0052653,87.17224165,43,Male,27,126,30.8375631,168.1314976
281,365.7079677,82.31624701,25,Female,60,169,18.59892834,210.3772725
282,348.0929836,49.79118232,31,Female,28,177,21.83482571,151.0084864
283,456.5835377,90.26654198,22,Male,59,138,22.48202902,200.375976
284,215.5900112,74.50439035,30,Male,22,108,28.55221574,161.5366323
285,249.0236668,57.63360856,59,Female,40,154,19.34307393,172.6136597
286,278.6110562,92.97289312,49,Female,40,123,22.49851017,203.2831082
287,265.2251986,79.548377,21,Male,42,176,31.17042026,159.7512749
288,455.903897,89.10269181,23,Male,20,163,27.98404912,178.4391455
289,422.8064437,49.46376539,52,Male,42,103,26.71492286,136.0713284
290,446.3728861,94.53201313,52,Female,41,123,24.96293481,194.5994605
291,428.4618685,50.81730665,41,Male,31,139,24.54790438,143.8793974
292,166.7512424,95.00903929,30,Male,49,179,23.51175625,201.0203052
293,160.8038414,83.17303177,26,Female,57,143,28.82431738,169.8680693
294,310.7268313,68.49501401,50,Female,38,173,29.107554,153.4004464
295,184.5605075,76.17260938,44,Male,56,157,30.38884623,158.3223803
296,471.515755,63.89690295,19,Female,20,112,34.31492756,136.4577987
297,490.9832922,84.85824043,22,Male,59,162,29.08226346,170.8177153
298,216.548184,94.58201652,21,Male,35,111,23.18880761,201.9598669
299,330.849155,61.21898835,30,Female,37,133,29.73208603,143.4928905
300,339.3830995,95.33283953,42,Female,22,137,28.21130926,183.8271455
301,151.461179,62.78126409,36,Female,24,149,25.24085672,157.7113619
302,306.5809613,75.71544404,30,Male,56,122,19.54459704,196.8243729
303,254.7415239,64.59699077,56,Female,46,170,19.97470835,179.8315635
304,285.6125742,68.78811679,37,Male,50,135,25.45210618,164.3973629
305,413.4908856,56.05930883,31,Female,53,119,34.63148137,127.2296507
306,483.5791915,71.24835918,41,Female,55,126,24.50260017,170.5223648
307,405.6742994,89.91824843,53,Female,35,161,19.18158969,216.511825
308,180.1020082,88.50337847,43,Female,34,108,28.29871048,176.846554
309,491.1956175,73.55545085,19,Female,42,179,27.56666752,163.3485549
310,231.7764398,90.04297324,35,Male,46,175,30.00699053,173.2262456
311,120.2328577,49.77671281,23,Male,52,172,31.62463111,125.4585813
312,178.690855,57.77895327,47,Male,36,157,29.66816308,139.5531057
313,421.9922433,85.75016112,25,Male,22,170,29.36377752,170.8879775
314,231.7819505,48.34034898,53,Female,50,107,33.7985402,119.5930437
315,481.3714627,51.15406525,45,Female,21,167,26.66030359,138.5184207
316,248.6070358,78.98980121,60,Female,57,117,20.03105055,198.5791498
317,148.6082488,67.42142456,48,Female,55,110,25.8424954,161.5220204
318,401.2463231,63.44800037,36,Female,42,116,21.28403508,172.6561238
319,245.3714936,78.52993627,26,Female,40,125,25.53774139,175.3583216
320,142.8070474,79.13887358,58,Male,53,180,29.14203375,164.7915747
321,224.3930595,59.05334451,34,Female,25,174,21.31593985,166.4447137
322,466.0550527,99.81726666,20,Female,20,101,34.57665453,169.9070311
323,181.6099815,58.30241662,49,Female,29,115,20.65715982,167.9994939
324,305.3195624,75.19700458,46,Male,44,159,19.59179372,195.912962
325,423.0853574,62.6611276,58,Female,22,180,25.92492438,155.4677645
326,399.9880015,81.60575188,19,Male,30,115,19.12327793,206.5756923
327,400.428286,70.79323875,50,Male,32,170,20.66918561,185.0692258
328,458.8880881,55.5680401,42,Female,35,148,20.06381379,166.4201064
329,329.3561362,86.70820752,43,Male,59,116,18.8895982,214.2489707
330,261.2450959,53.82303744,19,Male,21,178,23.72146954,150.6306349
331,158.1545606,62.5721434,44,Male,45,156,28.35548439,148.5497689
332,123.0468662,95.18618148,22,Male,24,180,21.88936074,208.5308979
333,494.2516457,84.35284143,26,Male,38,103,33.89920168,157.7448258
334,184.3670115,51.57456244,46,Male,34,150,32.54984331,125.8761134
335,411.6674071,49.921153,26,Male,41,165,27.68472164,134.2833673
336,355.2367304,52.04597545,59,Male,28,143,19.46962907,163.4988632
337,403.5083872,81.03242889,21,Male,43,107,21.95965802,192.0952571
338,300.5238837,72.34243772,58,Female,43,156,18.56066334,197.4239436
339,216.4842087,77.65955473,29,Male,34,176,21.86450925,188.4636427
340,288.0463141,71.58298537,57,Female,60,115,25.44253104,167.735407
341,247.0820312,57.47826482,29,Male,33,145,32.98381379,132.008346
342,136.3502737,62.58651766,24,Male,38,117,24.603464,159.4932344
343,450.0478028,74.32203924,24,Female,41,175,31.63706131,153.2712646
344,204.9536094,61.41064244,55,Female,22,144,27.47585867,149.501718
345,184.6779309,52.44358948,26,Female,34,139,28.32671343,136.0655276
346,208.9533031,97.63294365,59,Female,25,115,28.18492741,186.1185805
347,187.1126847,65.53738059,23,Male,37,148,23.11954572,168.3661928
348,463.0966938,77.21661968,20,Female,55,170,23.03472355,183.0896905
349,298.5443919,57.36036849,42,Male,24,115,19.13758509,173.1260415
350,489.1441813,87.52639417,28,Male,60,168,31.5147621,166.6527567
351,115.8031822,95.35911638,48,Female,59,106,21.92907831,208.5311412
352,260.8174077,54.37169733,38,Female,32,125,26.29046954,143.8093999
353,410.8112718,87.83470688,55,Male,59,147,29.70650978,171.9520126
354,419.2784609,72.5148958,31,Male,49,129,30.95600026,153.0527696
355,113.1786548,69.97104814,30,Male,45,133,19.39258381,189.9508981
356,291.7262097,63.68606161,37,Male,38,107,31.58904307,141.9887583
357,254.0620735,84.34899752,59,Male,45,160,22.30338819,194.4708628
358,180.535173,85.63849178,33,Female,53,114,20.31832517,205.3007575
359,456.4332913,91.28217723,43,Male,43,155,23.30957609,197.8908926
360,469.0207909,71.54805326,32,Male,52,153,32.97564179,147.2998425
361,247.1174833,93.68090206,25,Female,50,137,23.90398421,197.9658985
362,147.2493424,50.72098733,47,Male,34,131,30.00223557,130.0220596
363,187.5142295,61.44955386,24,Male,35,165,18.67705133,181.3866044
364,168.3402704,94.30641492,21,Female,26,144,32.5786749,170.1390133
365,240.6076274,98.48234984,37,Female,49,128,33.87590092,170.5036868
366,296.3476865,63.9018863,26,Male,27,147,32.67414535,139.8475044
367,324.8394184,57.08611012,43,Female,44,114,29.04596772,140.1916994
368,349.9257365,96.93965084,36,Female,58,136,28.9551125,182.9734586
369,408.2691002,52.15180862,28,Female,59,136,31.42627908,128.8214567
370,468.2812717,57.01489026,38,Female,60,136,23.86985935,154.5500737
371,216.1510908,90.32786641,36,Male,35,161,28.77170485,177.1854589
372,287.3193103,84.94581369,42,Male,21,158,33.07809833,160.2509908
373,144.6462718,64.75995348,48,Male,50,129,33.66334913,138.6994067
374,234.385722,88.20981224,56,Male,55,168,22.52023142,197.9119529
375,134.2520968,98.68042824,21,Female,55,118,22.48446556,209.495273
376,477.9962144,87.23160216,59,Female,24,132,22.99754328,194.7584018
377,288.9131064,86.45005595,38,Female,34,141,26.40216848,180.951772
378,158.1282137,99.84345975,37,Female,48,118,22.50830759,210.6145595
379,235.9513724,86.7953898,42,Female,56,145,28.97385066,173.079336
380,459.9240829,96.04531807,18,Male,43,177,34.82835151,166.0625261
381,118.7328617,55.46661161,25,Male,20,126,20.49641424,164.5041556
382,201.3066614,66.35769351,38,Female,57,157,24.7127525,163.864577
383,369.0942459,76.97046693,58,Male,44,171,33.72881085,151.0641967
384,451.2216375,60.0829114,30,Female,34,162,22.38683541,163.8246057
385,426.8229159,98.95344842,57,Male,23,120,25.35427391,197.5558424
386,366.9700625,51.77966327,18,Female,46,167,33.55067313,124.2307171
387,316.071905,93.47101498,50,Male,31,133,32.8818679,168.6010361
388,274.9951649,54.10767485,30,Female,55,134,23.96603628,150.2558292
389,347.6299577,50.38570573,47,Male,32,149,25.41240432,140.8091234
390,387.15983,85.50386934,52,Female,29,104,22.02125599,197.0479139
391,280.2025657,72.77275738,25,Male,27,174,30.24902305,155.1060503
392,214.0563329,54.69312995,33,Male,21,166,34.53053885,125.85333
393,285.3950804,78.50259025,18,Male,32,112,27.50377598,168.9451903
394,215.7590068,51.99318611,41,Male,44,175,27.97145489,136.3376135
395,207.7196189,77.94541112,35,Female,31,162,19.85515341,198.1338381
396,271.0046608,48.58804338,45,Female,37,154,28.12016498,131.4485419
397,253.0751371,69.23537423,18,Female,56,106,25.0264355,166.3276774
398,190.3247056,76.81115279,42,Male,40,156,34.48911308,149.2351507
399,492.430158,57.33110017,43,Female,48,171,22.24187516,160.5496779
400,192.0501081,64.38638292,34,Female,26,158,34.50563981,136.6004002
